code;libelle;level;parentCode;isLeaf;pathCodes
BlockL1-NC3;Lésions traumatiques du coude ou de l'avant-bras;L2;N21;FALSE;N21 | BlockL1-NC3
BlockL1-NC5;Lésions traumatiques du poignet ou de la main;L2;N21;FALSE;N21 | BlockL1-NC5
BlockL1-NC7;Lésions traumatiques de la hanche ou de la cuisse;L2;N21;FALSE;N21 | BlockL1-NC7
BlockL1-NC9;Lésions traumatiques du genou ou de la jambe;L2;N21;FALSE;N21 | BlockL1-NC9
BlockL1-ND1;Lésions traumatiques à la cheville ou au pied;L2;N21;FALSE;N21 | BlockL1-ND1
BlockL1-ND3;Lésions traumatiques de plusieurs parties du corps;L2;N21;FALSE;N21 | BlockL1-ND3
BlockL1-ND5;Lésions traumatiques de siège non précisé du tronc, membre ou partie du corps;L2;N21;FALSE;N21 | BlockL1-ND5
BlockL1-ND7;Effets dus à un corps étranger ayant pénétré dans un orifice naturel;L2;N21;FALSE;N21 | BlockL1-ND7
BlockL1-ND9;Brulures;L2;N21;FALSE;N21 | BlockL1-ND9
BlockL1-NE4;Gelure;L2;N21;FALSE;N21 | BlockL1-NE4
BlockL1-NE6;Effets nocifs de substances;L2;N21;FALSE;N21 | BlockL1-NE6
BlockL1-NE8;Lésion ou préjudice provoqués par des soins chirurgicaux ou médicaux, non classés ailleurs;L2;N21;FALSE;N21 | BlockL1-NE8
BlockL1-NF0;Effets autres ou non précisés de causes externes;L2;N21;FALSE;N21 | BlockL1-NF0
N21-35;Autres lésions traumatiques, intoxications ou certaines autres conséquences de causes externes;L2;N21;TRUE;N21 | N21-35
N21-36;Lésions traumatiques, intoxications ou certaines autres conséquences de causes externes, sans précision;L2;N21;TRUE;N21 | N21-36
BlockL1-PA0;Causes non intentionnelles;L2;N21;FALSE;N21 | BlockL1-PA0
BlockL1-PB8;Lésion auto-infligée;L2;N21;FALSE;N21 | BlockL1-PB8
BlockL1-PD5;Agression;L2;N21;FALSE;N21 | BlockL1-PD5
BlockL1-PF4;Intention indéterminée;L2;N21;FALSE;N21 | BlockL1-PF4
BlockL1-PJ0;Exposition à des forces extrêmes de la nature;L2;N21;FALSE;N21 | BlockL1-PJ0
BlockL1-PJ2;Mauvais traitement;L2;N21;FALSE;N21 | BlockL1-PJ2
BlockL1-PJ4;Intervention de la force publique;L2;N21;FALSE;N21 | BlockL1-PJ4
BlockL1-PJ6;Conflit armé;L2;N21;FALSE;N21 | BlockL1-PJ6
BlockL1-PK8;Causes de lésions ou de préjudices liés aux soins;L2;N21;FALSE;N21 | BlockL1-PK8
N21-46;Autres causes externes de morbidité ou de mortalité;L2;N21;TRUE;N21 | N21-46
N21-47;Causes externes de morbidité ou de mortalité, sans précision;L2;N21;TRUE;N21 | N21-47
BlockL1-QA0;Motifs de recours aux services de santé;L2;N21;FALSE;N21 | BlockL1-QA0
BlockL1-QD5;Facteurs influant sur l'état de santé;L2;N21;FALSE;N21 | BlockL1-QD5
N21-50;Autres facteurs précisés influant sur l'état de santé ou motifs de recours aux services de santé;L2;N21;TRUE;N21 | N21-50
N21-51;Facteurs influant sur l'état de santé ou motifs de recours aux services de santé, sans précision;L2;N21;TRUE;N21 | N21-51
BlockL1-RA0;Attribution internationale provisoire de nouvelles maladies d'étiologie incertaine et à usage urgent;L2;N21;FALSE;N21 | BlockL1-RA0
BlockL1-RA2;Attribution nationale provisoire de nouvelles maladies d'étiologie incertaine;L2;N21;FALSE;N21 | BlockL1-RA2
BlockL1-SA0;Module I;L2;N21;FALSE;N21 | BlockL1-SA0
BlockL1-SK0;Module II;L2;N21;TRUE;N21 | BlockL1-SK0
